id,first_name,last_name,email,age,gender,state,street_address,postal_code,city,country,latitude,longitude,traffic_source,created_at
53584,Johnny,Benjamin,johnnybenjamin@example.com,25,M,Ohio,663 Carlos Port Suite 931,43228,Columbus,United States,"39,95885109","-83,12695264",Organic,14/11/2021 14.11.00
59597,Ryan,Gonzalez,ryangonzalez@example.net,18,M,Ohio,4505 Schneider Flats,43228,Columbus,United States,"39,95885109","-83,12695264",Search,05/07/2023 13.07.28
87075,Regina,Atkinson,reginaatkinson@example.com,55,F,Ohio,4983 Robinson Spurs Suite 026,43228,Columbus,United States,"39,95885109","-83,12695264",Email,21/04/2020 3.59.00
30855,Cynthia,Johnson,cynthiajohnson@example.net,55,F,Ohio,0726 Banks Fall Apt. 967,43229,Columbus,United States,"40,0859433","-82,97603395",Organic,03/03/2020 5.49.00
62017,Amy,Warren,amywarren@example.com,31,F,Ohio,90227 Scott Plains,43229,Columbus,United States,"40,0859433","-82,97603395",Search,08/02/2023 18.43.00
85905,Stephen,Torres,stephentorres@example.org,68,M,Ohio,922 Thomas Way Apt. 093,43229,Columbus,United States,"40,0859433","-82,97603395",Search,27/09/2022 0.46.00
96613,Carrie,Pierce,carriepierce@example.com,13,F,Ohio,7662 Anthony Village,43229,Columbus,United States,"40,0859433","-82,97603395",Display,13/06/2021 14.55.00
48166,Amanda,Beck,amandabeck@example.net,62,F,Ohio,917 Carolyn Wells Apt. 171,43230,Gahanna,United States,"40,03637726","-82,8706045",Search,20/02/2019 16.19.00
34610,Albert,Stokes,albertstokes@example.net,59,M,Ohio,378 Christine Plains Apt. 178,43232,Columbus,United States,"39,92156462","-82,87029457",Search,12/03/2021 9.02.00
53260,Elizabeth,Potter,elizabethpotter@example.net,35,F,Ohio,31186 Faulkner Glen Apt. 010,43232,Columbus,United States,"39,92156462","-82,87029457",Search,17/11/2019 14.36.00
60520,Christopher,Valentine,christophervalentine@example.org,21,M,Ohio,511 Nicholas Roads,43232,Columbus,United States,"39,92156462","-82,87029457",Email,11/05/2019 6.12.00
23491,Sarah,Brown,sarahbrown@example.net,59,F,Ohio,0228 David Cliffs,43235,Columbus,United States,"40,10472091","-83,0512547",Search,22/10/2020 6.52.00
38750,Louis,Oconnor,louisoconnor@example.com,17,M,Ohio,9552 Flores Manors,43235,Columbus,United States,"40,10472091","-83,0512547",Search,01/03/2022 7.09.00
46640,Kara,Nixon,karanixon@example.com,33,F,Ohio,5056 Sarah Ford,43235,Columbus,United States,"40,10472091","-83,0512547",Search,09/06/2020 14.00.00
67984,Peter,Watson,peterwatson@example.org,36,M,Ohio,1278 Melissa Loop Apt. 847,43235,Columbus,United States,"40,10472091","-83,0512547",Display,11/10/2021 9.53.00
80289,Sarah,Thompson,sarahthompson@example.com,42,F,Ohio,67404 Thomas Vista,43235,Columbus,United States,"40,10472091","-83,0512547",Search,06/12/2020 9.16.00
9577,Carol,Johnson,caroljohnson@example.com,56,F,Ohio,361 White Flats,43302,Marion,United States,"40,59591851","-83,13431746",Search,16/09/2021 14.03.00
23306,Karina,Ramirez,karinaramirez@example.org,61,F,Ohio,931 Parker Terrace Suite 192,43302,Marion,United States,"40,59591851","-83,13431746",Search,15/10/2020 14.36.00
63740,Rebecca,Glover,rebeccaglover@example.com,50,F,Ohio,530 Rachel Skyway,43302,Marion,United States,"40,59591851","-83,13431746",Search,20/09/2019 17.55.00
88252,Mark,Rodriguez,markrodriguez@example.com,53,M,Ohio,6442 Leonard Ville Suite 491,43302,Marion,United States,"40,59591851","-83,13431746",Search,08/06/2021 0.46.00
88944,Adriana,Wilson,adrianawilson@example.org,17,F,Ohio,50070 Tyler Underpass Apt. 262,43302,Marion,United States,"40,59591851","-83,13431746",Search,27/01/2021 8.04.00
23046,Matthew,Savage,matthewsavage@example.net,22,M,Ohio,2798 Zachary Junction Suite 000,43402,Bowling Green,United States,"41,40622264","-83,65358687",Search,16/03/2021 4.55.00
32772,Phillip,Johnson,phillipjohnson@example.net,50,M,Ohio,67419 George Place,43402,Bowling Green,United States,"41,40622264","-83,65358687",Search,15/02/2019 13.14.00
42300,Caroline,Wright,carolinewright@example.net,37,F,Ohio,961 Burton Meadow Suite 664,43402,Bowling Green,United States,"41,40622264","-83,65358687",Search,17/09/2021 18.12.00
91377,Adam,Keller,adamkeller@example.org,59,M,Ohio,5735 Daniel Mountain,43402,Bowling Green,United States,"41,40622264","-83,65358687",Search,02/06/2023 7.26.00
97674,Henry,Fitzgerald,henryfitzgerald@example.org,35,M,Ohio,049 Mahoney Points Suite 982,43402,Bowling Green,United States,"41,40622264","-83,65358687",Search,25/03/2022 6.41.00
64387,Robert,Frost,robertfrost@example.com,59,M,Ohio,786 Victor Radial Suite 474,43420,Fremont,United States,"41,35788766","-83,11315816",Organic,09/04/2020 9.11.00
73226,Leah,Monroe,leahmonroe@example.com,48,F,Ohio,57233 Steven Keys,43512,Defiance,United States,"41,30349582","-84,35676319",Search,06/06/2019 13.56.00
4246,Mary,Wood,marywood@example.com,13,F,Ohio,6614 Andrew Hills,43537,Maumee,United States,"41,57438349","-83,68529845",Search,18/11/2019 14.38.00
38225,Jack,Thomas,jackthomas@example.net,56,M,Ohio,722 Rachel Junction,43537,Maumee,United States,"41,57438349","-83,68529845",Search,19/07/2022 0.54.00
42823,Kyle,Grant,kylegrant@example.net,44,M,Ohio,6696 Maxwell Courts,43537,Maumee,United States,"41,57438349","-83,68529845",Search,27/03/2022 5.32.00
58097,Jon,Brown,jonbrown@example.net,20,M,Ohio,99556 Benson Ridges Suite 574,43537,Maumee,United States,"41,57438349","-83,68529845",Search,24/11/2022 14.39.00
59631,Mallory,Johnson,malloryjohnson@example.com,28,F,Ohio,9462 Henderson Row Apt. 044,43537,Maumee,United States,"41,57438349","-83,68529845",Search,12/02/2021 1.42.00
87469,Ralph,Hinton,ralphhinton@example.com,58,M,Ohio,68173 Wright Common,43537,Maumee,United States,"41,57438349","-83,68529845",Search,29/12/2022 10.20.00
64732,Tammy,Smith,tammysmith@example.com,54,F,Ohio,2677 Wendy Roads Suite 054,43551,Perrysburg,United States,"41,52016907","-83,57949866",Search,30/06/2023 16.41.00
45976,Michelle,Atkins,michelleatkins@example.com,36,F,Ohio,3246 Brooks Underpass Apt. 657,43560,Sylvania,United States,"41,70214483","-83,73656826",Search,23/11/2021 16.05.00
65303,Kayla,Gamble,kaylagamble@example.com,52,F,Ohio,033 Michael Brooks Apt. 233,43560,Sylvania,United States,"41,70214483","-83,73656826",Search,13/06/2021 15.47.00
76137,Erin,Hunter,erinhunter@example.org,24,F,Ohio,9956 Linda Isle Suite 312,43560,Sylvania,United States,"41,70214483","-83,73656826",Search,13/06/2020 3.54.00
86183,Natalie,Gray,nataliegray@example.com,69,F,Ohio,585 Brad Mission,43560,Sylvania,United States,"41,70214483","-83,73656826",Search,29/09/2021 9.04.00
86548,Robin,Lopez,robinlopez@example.com,12,F,Ohio,50244 Raymond Light Suite 042,43605,Toledo,United States,"41,6487012","-83,50581236",Search,22/03/2019 5.58.00
56033,Zachary,Blankenship,zacharyblankenship@example.net,64,M,Ohio,191 Mary Dam Apt. 649,43606,Toledo,United States,"41,67197026","-83,60910703",Search,11/02/2021 16.41.00
74330,Elizabeth,Brooks,elizabethbrooks@example.org,56,F,Ohio,210 Boyer Tunnel,43606,Toledo,United States,"41,67197026","-83,60910703",Organic,26/05/2021 14.42.00
76519,Cody,Williams,codywilliams@example.net,69,M,Ohio,2302 Cameron Mews,43606,Toledo,United States,"41,67197026","-83,60910703",Search,08/06/2021 3.00.00
89626,Lauren,Moran,laurenmoran@example.net,19,F,Ohio,698 Cox Drive,43606,Toledo,United States,"41,67197026","-83,60910703",Search,17/12/2020 4.39.00
23214,Nicole,Garrett,nicolegarrett@example.net,51,F,Ohio,514 Gross Parkways,43612,Toledo,United States,"41,71012083","-83,54697791",Facebook,03/07/2023 8.24.00
44935,Matthew,Morrow,matthewmorrow@example.org,36,M,Ohio,7415 Shaw Mission Suite 121,43612,Toledo,United States,"41,71012083","-83,54697791",Organic,23/09/2022 18.17.00
93429,Christopher,Reynolds,christopherreynolds@example.com,29,M,Ohio,9250 Jenna Burg Apt. 678,43612,Toledo,United States,"41,71012083","-83,54697791",Search,11/11/2020 17.47.00
4034,Angela,Harper,angelaharper@example.net,35,F,Ohio,1365 Brooke Turnpike Suite 793,43613,Toledo,United States,"41,70695657","-83,60209079",Search,25/03/2022 2.20.00
82122,Amber,Brown,amberbrown@example.com,65,F,Ohio,8490 Clay Ridges,43613,Toledo,United States,"41,70695657","-83,60209079",Search,10/04/2022 0.01.00
14328,Brian,Trevino,briantrevino@example.org,12,M,Ohio,2662 Vaughan Plains Apt. 403,43614,Toledo,United States,"41,60340797","-83,6285963",Search,10/11/2020 17.36.00
25666,Amanda,Vargas,amandavargas@example.org,31,F,Ohio,103 Samantha Parkways Apt. 450,43614,Toledo,United States,"41,60340797","-83,6285963",Search,06/07/2021 8.37.00
37750,Gregory,Smith,gregorysmith@example.net,32,M,Ohio,32661 Erin Squares,43614,Toledo,United States,"41,60340797","-83,6285963",Facebook,09/04/2022 16.16.00
86381,Thomas,Shaffer,thomasshaffer@example.org,58,M,Ohio,520 Jessica Freeway Apt. 523,43614,Toledo,United States,"41,60340797","-83,6285963",Search,07/11/2021 16.01.00
17432,Kevin,Hernandez,kevinhernandez@example.net,51,M,Ohio,37814 Alexander Dale Suite 822,43615,Toledo,United States,"41,65093381","-83,67327447",Search,04/07/2023 11.13.57
19120,Debra,Michael,debramichael@example.com,51,F,Ohio,9958 Gregory Causeway,43615,Toledo,United States,"41,65093381","-83,67327447",Search,02/01/2022 8.08.00
27391,Adam,Jordan,adamjordan@example.net,61,M,Ohio,4829 Ford Ridges Apt. 836,43615,Toledo,United States,"41,65093381","-83,67327447",Search,26/09/2022 9.16.00
73336,Joanne,Sanchez,joannesanchez@example.com,19,F,Ohio,754 Robert Lock Suite 585,43615,Toledo,United States,"41,65093381","-83,67327447",Search,15/07/2022 11.15.00
82859,Kevin,Sims,kevinsims@example.com,61,M,Ohio,79332 Mark Ways,43615,Toledo,United States,"41,65093381","-83,67327447",Search,16/09/2020 9.49.00
3478,Mark,Roach,markroach@example.org,24,M,Ohio,4168 Evans Pine,43701,Zanesville,United States,"39,95857827","-81,9956078",Search,19/06/2022 7.08.00
20127,William,Rodriguez,williamrodriguez@example.com,60,M,Ohio,53429 Hines Square Suite 488,43701,Zanesville,United States,"39,95857827","-81,9956078",Organic,26/04/2019 14.57.00
23370,Marissa,Ellis,marissaellis@example.net,64,F,Ohio,2388 Gray Square,43701,Zanesville,United States,"39,95857827","-81,9956078",Search,19/01/2019 16.07.00
44766,Brandon,Johnson,brandonjohnson@example.net,28,M,Ohio,817 Paul Parkways,43701,Zanesville,United States,"39,95857827","-81,9956078",Organic,30/01/2022 13.13.00
48003,Rhonda,Palmer,rhondapalmer@example.org,24,F,Ohio,70287 Benjamin Roads Suite 213,43701,Zanesville,United States,"39,95857827","-81,9956078",Search,09/05/2021 16.26.00
54700,Brian,Sanchez,briansanchez@example.org,47,M,Ohio,4286 Jacob Ville Suite 056,43701,Zanesville,United States,"39,95857827","-81,9956078",Search,24/09/2022 7.53.00
69642,Veronica,Duarte,veronicaduarte@example.org,31,F,Ohio,64432 Williams Mountains Suite 415,43701,Zanesville,United States,"39,95857827","-81,9956078",Search,12/02/2019 3.51.00
72505,Catherine,Williams,catherinewilliams@example.com,36,F,Ohio,0864 Houston Village Apt. 841,43701,Zanesville,United States,"39,95857827","-81,9956078",Search,28/03/2022 5.03.00
33001,Tammy,Davis,tammydavis@example.org,50,F,Ohio,02217 Thomas Roads,44004,Ashtabula,United States,"41,85582391","-80,7911247",Facebook,02/04/2020 7.43.00
3866,Gloria,Smith,gloriasmith@example.org,70,F,Ohio,896 Natalie Forest Apt. 839,44035,Elyria,United States,"41,3628064","-82,13174118",Search,27/08/2019 9.37.00
11844,Lisa,Owens,lisaowens@example.net,29,F,Ohio,62131 Pierce Mall,44035,Elyria,United States,"41,3628064","-82,13174118",Search,31/07/2021 16.52.00
14941,Kristin,Swanson,kristinswanson@example.net,39,F,Ohio,83997 Wilson Manors,44035,Elyria,United States,"41,3628064","-82,13174118",Search,29/01/2021 5.43.00
45546,Kimberly,Harris,kimberlyharris@example.org,42,F,Ohio,101 Misty Stream,44035,Elyria,United States,"41,3628064","-82,13174118",Search,07/04/2019 0.53.00
49693,Janet,Case,janetcase@example.com,54,F,Ohio,0375 Bray Rapid,44035,Elyria,United States,"41,3628064","-82,13174118",Search,04/08/2020 12.26.00
61372,Carol,Haynes,carolhaynes@example.com,67,F,Ohio,37779 Beverly Gardens Suite 577,44035,Elyria,United States,"41,3628064","-82,13174118",Email,07/01/2023 2.20.00
68160,William,Coleman,williamcoleman@example.org,41,M,Ohio,885 Katherine Coves,44035,Elyria,United States,"41,3628064","-82,13174118",Search,28/06/2020 14.58.00
84664,Noah,Scott,noahscott@example.net,50,M,Ohio,64153 Fry Stream Apt. 556,44035,Elyria,United States,"41,3628064","-82,13174118",Organic,20/01/2020 3.59.00
84708,Terry,Peterson,terrypeterson@example.org,45,M,Ohio,06450 Kent Rest,44035,Elyria,United States,"41,3628064","-82,13174118",Organic,04/02/2020 2.22.00
92212,Jennifer,Hart,jenniferhart@example.net,38,F,Ohio,98047 Evans View Suite 327,44035,Elyria,United States,"41,3628064","-82,13174118",Search,24/12/2019 10.07.00
9198,Mary,Edwards,maryedwards@example.org,44,F,Ohio,518 Patricia Glen,44039,North Ridgeville,United States,"41,38446974","-82,01922231",Search,03/02/2021 13.31.00
31654,Sarah,Jackson,sarahjackson@example.com,61,F,Ohio,52088 Marie Villages,44039,North Ridgeville,United States,"41,38446974","-82,01922231",Search,08/12/2022 18.24.00
91642,Dustin,Garza,dustingarza@example.org,24,M,Ohio,436 Matthew Flat,44039,North Ridgeville,United States,"41,38446974","-82,01922231",Facebook,27/03/2020 3.30.00
99242,Paul,Marshall,paulmarshall@example.com,58,M,Ohio,5089 Solomon Glens Suite 300,44039,North Ridgeville,United States,"41,38446974","-82,01922231",Search,15/05/2021 4.50.00
40511,Lisa,Hancock,lisahancock@example.org,59,F,Ohio,77152 Davies Bypass Apt. 469,44052,Lorain,United States,"41,45698486","-82,16269484",Display,01/02/2023 12.52.00
53059,Melissa,Nguyen,melissanguyen@example.com,29,F,Ohio,720 Linda Club,44052,Lorain,United States,"41,45698486","-82,16269484",Search,14/12/2020 10.44.00
60446,Cynthia,Graham,cynthiagraham@example.org,55,F,Ohio,4835 Christina Summit Suite 755,44052,Lorain,United States,"41,45698486","-82,16269484",Search,09/03/2019 8.33.00
67753,Angela,Burns,angelaburns@example.com,31,F,Ohio,33705 Ricardo Squares,44052,Lorain,United States,"41,45698486","-82,16269484",Search,05/02/2020 5.24.00
72310,Brian,Wells,brianwells@example.com,15,M,Ohio,381 Eric Gardens Apt. 615,44052,Lorain,United States,"41,45698486","-82,16269484",Search,12/11/2019 6.58.00
31805,Vincent,Ali,vincentali@example.org,19,M,Ohio,07068 Norton Highway Apt. 323,44060,Mentor,United States,"41,67863078","-81,32790887",Facebook,02/04/2020 7.42.00
73277,Jonathan,Gilbert,jonathangilbert@example.com,48,M,Ohio,00633 Karen Crossing Suite 225,44060,Mentor,United States,"41,67863078","-81,32790887",Email,03/10/2022 10.21.00
91197,Megan,Ramos,meganramos@example.net,26,F,Ohio,7783 Sarah Neck,44060,Mentor,United States,"41,67863078","-81,32790887",Organic,25/12/2021 14.02.00
97680,David,Garcia,davidgarcia@example.org,40,M,Ohio,44159 Gilbert Port,44060,Mentor,United States,"41,67863078","-81,32790887",Email,29/04/2022 10.49.00
17069,Mary,Vasquez,maryvasquez@example.net,26,F,Ohio,3502 Joyce Road,44077,Painesville,United States,"41,70233776","-81,20991803",Search,17/07/2020 4.40.00
26971,Samantha,Heath,samanthaheath@example.com,43,F,Ohio,57932 Taylor Meadow Suite 263,44077,Painesville,United States,"41,70233776","-81,20991803",Search,15/09/2021 6.27.00
40962,Darren,Baker,darrenbaker@example.net,47,M,Ohio,74018 Pennington Track Suite 597,44077,Painesville,United States,"41,70233776","-81,20991803",Search,20/07/2019 12.42.00
73729,Craig,Scott,craigscott@example.com,25,M,Ohio,4218 Dean Circle Suite 493,44077,Painesville,United States,"41,70233776","-81,20991803",Search,11/12/2019 11.52.00
7597,Whitney,Harmon,whitneyharmon@example.com,58,F,Ohio,69180 Mary Street,44094,Kirtland,United States,"41,60971942","-81,38002748",Search,31/01/2022 12.44.00
60959,Natalie,Sellers,nataliesellers@example.net,18,F,Ohio,218 Cain Springs,44094,Kirtland,United States,"41,60971942","-81,38002748",Search,25/11/2020 1.18.00
49508,Kathleen,Lawson,kathleenlawson@example.org,38,F,Ohio,0178 Hill Underpass Apt. 364,44095,Eastlake,United States,"41,65229237","-81,44228313",Search,29/04/2020 11.10.00
72162,Martin,Carter,martincarter@example.net,66,M,Ohio,1621 Collins Vista Suite 854,44095,Eastlake,United States,"41,65229237","-81,44228313",Organic,20/02/2023 6.58.00
15882,Jeffrey,Waller,jeffreywaller@example.org,69,M,Ohio,83063 Peter Extension Suite 927,44102,Cleveland,United States,"41,47916318","-81,73833515",Search,21/09/2020 2.16.00
48384,Donald,Schmidt,donaldschmidt@example.com,15,M,Ohio,762 Long Key Suite 261,44102,Cleveland,United States,"41,47916318","-81,73833515",Search,27/12/2021 8.47.00
53543,Jason,Nguyen,jasonnguyen@example.net,61,M,Ohio,04286 Carter Camp Suite 391,44102,Cleveland,United States,"41,47916318","-81,73833515",Search,13/10/2021 18.14.00
29036,Yvette,Henderson,yvettehenderson@example.org,14,F,Ohio,2280 Debra Passage Suite 840,44105,Cleveland,United States,"41,4504502","-81,634853",Search,15/05/2020 16.55.00
61146,Benjamin,Scott,benjaminscott@example.org,24,M,Ohio,8217 Edward Shores Apt. 138,44105,Cleveland,United States,"41,4504502","-81,634853",Email,10/05/2019 2.28.00
61491,Jorge,Williams,jorgewilliams@example.net,41,M,Ohio,772 Terry Cliffs,44105,Cleveland,United States,"41,4504502","-81,634853",Search,15/10/2020 6.48.00
63724,Jennifer,Wood,jenniferwood@example.com,14,F,Ohio,3463 Austin Squares,44105,Cleveland,United States,"41,4504502","-81,634853",Facebook,07/05/2022 12.40.00
75676,Michael,Dennis,michaeldennis@example.net,69,M,Ohio,8784 Smith Plaza,44105,Cleveland,United States,"41,4504502","-81,634853",Organic,06/02/2020 13.51.00
95542,Jessica,Stout,jessicastout@example.net,54,F,Ohio,961 Peters Corners,44105,Cleveland,United States,"41,4504502","-81,634853",Search,22/09/2019 8.52.00
38700,Billy,Farmer,billyfarmer@example.org,15,M,Ohio,640 Jones Motorway Suite 227,44107,Lakewood,United States,"41,48487204","-81,80113328",Organic,16/12/2019 14.53.00
47978,Christopher,Martin,christophermartin@example.com,23,M,Ohio,8260 Hull Lakes Apt. 882,44107,Lakewood,United States,"41,48487204","-81,80113328",Search,04/06/2020 5.06.00
54825,Jaime,Green,jaimegreen@example.org,17,F,Ohio,953 Tiffany Parkway Apt. 675,44107,Lakewood,United States,"41,48487204","-81,80113328",Search,23/11/2022 2.35.00
60995,Christopher,Jones,christopherjones@example.org,67,M,Ohio,95746 Cody Haven,44107,Lakewood,United States,"41,48487204","-81,80113328",Search,30/05/2021 8.38.00
63533,Rachel,Schmidt,rachelschmidt@example.com,40,F,Ohio,8014 Brown Hill,44107,Lakewood,United States,"41,48487204","-81,80113328",Search,16/10/2021 10.32.00
57867,Melanie,Bell,melaniebell@example.net,20,F,Ohio,6730 Janet Pike Suite 302,44109,Cleveland,United States,"41,44492153","-81,69762344",Search,03/07/2023 11.53.44
69522,Renee,Berry,reneeberry@example.org,32,F,Ohio,13616 Crane Center Suite 704,44109,Cleveland,United States,"41,44492153","-81,69762344",Search,09/03/2023 2.47.00
71597,Karen,Johnson,karenjohnson@example.org,68,F,Ohio,85512 Daniel Cove Apt. 412,44109,Cleveland,United States,"41,44492153","-81,69762344",Search,27/11/2022 18.32.00
75145,Colleen,Moses,colleenmoses@example.com,35,F,Ohio,60727 Julie Common,44109,Cleveland,United States,"41,44492153","-81,69762344",Search,29/06/2020 3.31.00
88993,Christopher,Williams,christopherwilliams@example.com,22,M,Ohio,2883 Maynard Junctions,44109,Cleveland,United States,"41,44492153","-81,69762344",Search,05/07/2023 11.35.42
22037,Megan,Fuller,meganfuller@example.net,66,F,Ohio,45948 Hartman Brooks,44111,Cleveland,United States,"41,45770163","-81,78813392",Organic,27/02/2020 6.22.00
14830,Laura,Spencer,lauraspencer@example.org,43,F,Ohio,762 Casey Isle,44118,Cleveland Heights,United States,"41,50199323","-81,55629612",Organic,30/06/2023 15.46.50
51147,Gregory,Wilson,gregorywilson@example.net,41,M,Ohio,37264 Mcdowell Park Apt. 624,44118,Cleveland Heights,United States,"41,50199323","-81,55629612",Search,04/07/2023 10.19.56
99932,Derek,Anderson,derekanderson@example.org,18,M,Ohio,391 Edwards Avenue,44118,Cleveland Heights,United States,"41,50199323","-81,55629612",Search,18/07/2020 2.12.00
4072,Maria,Mercado,mariamercado@example.org,20,F,Ohio,6457 Anthony Plaza,44120,Shaker Heights,United States,"41,47352101","-81,57918649",Search,30/06/2021 18.52.00
41375,Cynthia,Fisher,cynthiafisher@example.net,64,F,Ohio,792 Herrera Junctions,44120,Shaker Heights,United States,"41,47352101","-81,57918649",Search,17/07/2020 7.13.00
69973,Katie,Good,katiegood@example.com,15,F,Ohio,893 Richards Lane Apt. 747,44120,Shaker Heights,United States,"41,47352101","-81,57918649",Search,03/04/2022 11.05.00
87897,Annette,Smith,annettesmith@example.net,51,F,Ohio,5677 Fuller Throughway,44120,Shaker Heights,United States,"41,47352101","-81,57918649",Search,24/03/2021 4.10.00
30905,Carolyn,West,carolynwest@example.net,68,F,Ohio,4749 Michael Mount,44121,South Euclid,United States,"41,52657089","-81,53215525",Search,10/05/2023 12.27.00
40878,Kenneth,Henry,kennethhenry@example.net,50,M,Ohio,364 Roberto Village Suite 004,44121,South Euclid,United States,"41,52657089","-81,53215525",Organic,14/05/2022 4.53.00
1667,Monica,Smith,monicasmith@example.net,47,F,Ohio,778 Tyler Courts,44122,Beachwood,United States,"41,46763134","-81,51260307",Search,19/10/2021 16.36.00
10328,Robin,Perry,robinperry@example.net,38,F,Ohio,8665 Arnold Junctions Suite 913,44122,Beachwood,United States,"41,46763134","-81,51260307",Search,22/03/2021 6.50.00
33250,Anthony,Armstrong,anthonyarmstrong@example.org,29,M,Ohio,396 Anderson Knoll Apt. 542,44122,Beachwood,United States,"41,46763134","-81,51260307",Search,12/08/2022 16.00.00
75979,Adam,Johnson,adamjohnson@example.org,16,M,Ohio,49415 Banks Summit,44122,Beachwood,United States,"41,46763134","-81,51260307",Search,05/02/2019 8.29.00
16296,David,Berg,davidberg@example.org,69,M,Ohio,48217 Duran Garden Apt. 439,44124,Pepper Pike,United States,"41,50012273","-81,46860891",Search,22/08/2020 4.20.00
44695,Devin,Garcia,devingarcia@example.org,47,M,Ohio,354 Hopkins Burg,44124,Pepper Pike,United States,"41,50012273","-81,46860891",Organic,16/11/2020 11.27.00
80490,Brenda,Johnson,brendajohnson@example.com,13,F,Ohio,51811 Stephen Roads,44124,Pepper Pike,United States,"41,50012273","-81,46860891",Display,19/05/2020 2.46.00
2513,Amanda,Sims,amandasims@example.net,14,F,Ohio,331 Charles Crossing Apt. 682,44125,Garfield Heights,United States,"41,40604692","-81,61186601",Search,17/09/2021 4.14.00
29025,Taylor,Smith,taylorsmith@example.com,28,F,Ohio,37361 Edwards Divide,44125,Garfield Heights,United States,"41,40604692","-81,61186601",Search,13/01/2023 17.18.00
53087,Lisa,Lopez,lisalopez@example.net,24,F,Ohio,862 Mark Squares Apt. 594,44125,Garfield Heights,United States,"41,40604692","-81,61186601",Organic,29/04/2021 4.23.00
69621,Kristina,Jones,kristinajones@example.com,70,F,Ohio,5296 Hector Valleys Suite 185,44125,Garfield Heights,United States,"41,40604692","-81,61186601",Search,08/08/2022 2.40.00
12931,Ellen,Murray,ellenmurray@example.org,27,F,Ohio,20271 Christian Neck Apt. 682,44128,Warrensville Heights,United States,"41,43726474","-81,53713498",Search,10/01/2020 1.33.00
19924,Derek,Anderson,derekanderson@example.org,67,M,Ohio,488 Greene Road Apt. 388,44128,Warrensville Heights,United States,"41,43726474","-81,53713498",Search,26/08/2021 17.43.00
87385,Jessica,Rodriguez,jessicarodriguez@example.org,30,F,Ohio,434 Vanessa Vista,44128,Warrensville Heights,United States,"41,43726474","-81,53713498",Search,15/06/2019 6.30.00
89771,Jennifer,Fields,jenniferfields@example.org,65,F,Ohio,441 Guzman Ridges Apt. 983,44128,Warrensville Heights,United States,"41,43726474","-81,53713498",Search,14/03/2019 4.28.00
51751,Matthew,Cruz,matthewcruz@example.net,52,M,Ohio,912 Mason Springs Suite 684,44129,Parma,United States,"41,39074364","-81,73464045",Search,17/12/2020 13.34.00
89628,Jacqueline,Martin,jacquelinemartin@example.org,70,F,Ohio,4841 Cummings Junctions,44129,Parma,United States,"41,39074364","-81,73464045",Search,01/06/2019 7.27.00
91732,Lawrence,Patterson,lawrencepatterson@example.com,47,M,Ohio,0724 Norton Drive,44129,Parma,United States,"41,39074364","-81,73464045",Facebook,17/09/2022 15.49.00
65650,Dana,Cruz,danacruz@example.org,16,F,Ohio,685 James Corners Suite 029,44130,Middleburg Heights,United States,"41,37755448","-81,78702432",Search,08/04/2022 6.31.00
87119,Carrie,Mckinney,carriemckinney@example.org,29,F,Ohio,55631 Michael Passage,44130,Middleburg Heights,United States,"41,37755448","-81,78702432",Search,14/02/2019 14.23.00
93594,Alan,Frederick,alanfrederick@example.net,68,M,Ohio,171 Pena Fall Suite 629,44130,Middleburg Heights,United States,"41,37755448","-81,78702432",Facebook,28/09/2022 6.52.00
756,Steven,Obrien,stevenobrien@example.org,69,M,Ohio,4534 Fry View,44133,North Royalton,United States,"41,31388849","-81,74512734",Search,20/02/2020 17.06.00
3449,Sarah,Wiley,sarahwiley@example.net,61,F,Ohio,688 Sparks Lights Suite 172,44133,North Royalton,United States,"41,31388849","-81,74512734",Organic,01/11/2020 9.51.00
65815,Martha,Stanton,marthastanton@example.com,24,F,Ohio,132 Peter Rapid,44133,North Royalton,United States,"41,31388849","-81,74512734",Search,02/12/2019 0.43.00
12292,Alexander,Moore,alexandermoore@example.org,56,M,Ohio,9936 Candace Corners,44134,Parma,United States,"41,38478217","-81,70407797",Search,06/06/2019 12.45.00
59142,Christina,Kaiser,christinakaiser@example.net,29,F,Ohio,17392 Massey Gateway,44134,Parma,United States,"41,38478217","-81,70407797",Organic,05/03/2023 3.33.00
68518,Elizabeth,Day,elizabethday@example.com,29,F,Ohio,7661 Brewer Inlet,44134,Parma,United States,"41,38478217","-81,70407797",Search,24/01/2020 18.10.00
73978,Melissa,Williams,melissawilliams@example.net,48,F,Ohio,532 Stewart Rue Suite 664,44134,Parma,United States,"41,38478217","-81,70407797",Search,25/12/2021 12.56.00
84353,Lori,Greer,lorigreer@example.com,24,F,Ohio,71628 Raymond Dale,44134,Parma,United States,"41,38478217","-81,70407797",Search,29/07/2021 15.45.00
96986,Timothy,White,timothywhite@example.com,34,M,Ohio,5655 Johnson Ranch,44134,Parma,United States,"41,38478217","-81,70407797",Search,04/01/2023 7.59.00
97284,Gregory,Meza,gregorymeza@example.com,58,M,Ohio,8362 Rebecca Land,44134,Parma,United States,"41,38478217","-81,70407797",Search,14/05/2020 4.45.00
12285,Michelle,Stephens,michellestephens@example.com,43,F,Ohio,26051 Johnson Radial Suite 585,44145,Westlake,United States,"41,45242256","-81,92947229",Search,16/06/2022 9.21.00
